Time (s),ARC RD - ESC throttle (μs),ARC RD - force Fz (thrust) (N),ARC RD - torque MZ (torque) (N⋅m),ARC RD - voltage (V),ARC RD - current (A),ARC RD - rotation speed (rpm),ARC RD - electrical power (W),ARC RD - mechanical power (W),ARC RD - motor & ESC efficiency (%),ARC RD - propeller efficiency (N/W),ARC RD - powertrain efficiency (N/W)
17.4,1000,29.138080596923828,0.5648080110549927,16.90587043762207,86.59671020507812,14246.214629867844,1463.9927978515625,842.6145629882812,57.555919885635376,0.034580559,0.019903158769011497
17.5,1000,29.288026809692383,0.5690628290176392,16.898521423339844,86.83477783203125,14254.213564580954,1467.379395,849.4387817382812,57.888150215148926,0.034479268,0.019959410652518272
17.6,1000,29.445003509521484,0.5718656778335571,16.899919509887695,87.08637237548828,14261.04914504695,1471.752685546875,854.0319824,58.02822709083557,0.034477636218070984,0.020006760954856873
17.7,1000,29.43971061706543,0.5715301632881165,16.901674270629883,87.08374786376953,14266.827448657106,1471.861083984375,853.876709,58.01340341567993,0.034477706998586655,0.020001690834760666
17.8,1000,29.435209274291992,0.573684037,16.898767471313477,87.32286834716797,14293.985592193398,1475.6488037109375,858.7261962890625,58.19312930107117,0.034277759,0.019947299733757973
17.9,1000,29.499876022338867,0.5710850954055786,16.938631057739258,85.66566467285156,14323.258289441374,1451.059082,856.5866088867188,59.03182029724121,0.034438871,0.020329893
18,1000,29.027694702148438,0.5470823645591736,17.01563262939453,79.36264038085938,14228.336509539227,1350.405517578125,815.1461181640625,60.36306023597717,0.035610418766736984,0.02149554
18.1,1000,27.797534942626953,0.5110886693000793,17.05400276184082,71.31632232666016,13954.06117471231,1216.228759765625,746.8364258,61.40591502189636,0.037220377,0.022855514660477638
18.2,1000,26.14273452758789,0.47159457206726074,17.064599990844727,63.18348693847656,13570.37458774717,1078.200927734375,670.1765747070312,62.15692758560181,0.039008725,0.024246626
18.3,1000,24.743289947509766,0.43507471680641174,17.06032371520996,56.07100296020508,13153.83898005696,956.5894775390625,599.3009643554688,62.64975666999817,0.041286919,0.025866152718663216
18.4,1000,23.303573608398438,0.40386080741882324,17.050281524658203,49.95811844,12729.736907018047,851.7999877929688,538.3686523,63.20364475250244,0.043285534,0.027358034625649452
18.5,1000,21.965343475341797,0.3768896758556366,17.039714813232422,44.833866119384766,12330.451115108162,763.9562988,486.65570068359375,63.70203495025635,0.045135282,0.028752094134688377
18.6,1000,20.468645095825195,0.3497283458709717,17.03356934,40.23832702636719,11967.526554691434,685.4023438,438.29229736328125,63.946717977523804,0.046700899,0.029863692820072174
18.7,1000,19.31926727294922,0.32662853598594666,17.025959014892578,36.27707290649414,11622.035988382731,617.6519775390625,397.5254821777344,64.36075568199158,0.048598815,0.031278565526008606
18.8,1000,18.162185668945312,0.3059251010417938,17.017343521118164,33.00512695,11290.687519995836,561.6596069335938,361.7130126953125,64.40075039863586,0.050211594,0.032336645
18.9,1000,17.17205047607422,0.28883033990859985,17.011323928833008,30.176050186157227,10987.745644442482,513.3345947265625,332.3380126953125,64.74101543426514,0.051670435816049576,0.033451967
19,1000,16.183208465576172,0.2730731964111328,17.005762100219727,27.76136589050293,10710.606220051282,472.1031799316406,306.2821960449219,64.87610936164856,0.052837577,0.034278966
19.1,1000,15.36495590209961,0.2580217123031616,17.001930236816406,25.62375831604004,10450.271319534198,435.6533508300781,282.36602783203125,64.81438279151917,0.054415032267570496,0.035268764942884445
19.2,1000,14.630594253540039,0.2419867217540741,17.001880645751953,23.473369598388672,10191.003021357905,399.0914306640625,258.2480773925781,64.70900177955627,0.056653257459402084,0.036659755
19.3,1000,13.77725601196289,0.22730916738510132,16.996761322021484,21.787349700927734,9943.658521371699,370.31439208984375,236.6964569091797,63.91770839691162,0.058206427842378616,0.037204213
19.4,1000,13.156759262084961,0.21853581070899963,16.993947982788086,20.30065918,9720.261283886044,344.98834228515625,222.44833374023438,64.47995901107788,0.059145234525203705,0.038136821
19.5,1000,12.522194862365723,0.20782405138015747,16.992185592651367,18.95650863647461,9509.183012,322.1125183105469,206.9510498046875,64.24806118011475,0.060508005,0.038875218480825424
19.6,1000,12.05276107788086,0.20056425034999847,16.990882873535156,17.69723892211914,9302.945833,300.69171142578125,195.3901367,64.98022079467773,0.061685618,0.040083449333906174
19.7,1000,11.497950553894043,0.1893252283334732,16.989070892333984,16.603376388549805,9098.985237031853,282.0759277,180.39730834960938,63.95345926,0.063736819,0.040761899
19.8,1000,11.095170974731445,0.17739759385585785,16.988727569580078,15.58011245727539,8898.466911177531,264.6862793,165.30711364746094,62.45397329330444,0.067118533,0.041918192
19.9,1000,10.627020835876465,0.16922739148139954,16.98843765258789,14.618626594543457,8696.817287430602,248.34762573242188,154.12022399902344,62.05826402,0.068952799,0.042790908
20,1000,10.274580001831055,0.16222183406352997,16.98779297,13.725040435791016,8491.133808601375,233.15814208984375,144.24594116210938,61.866140365600586,0.071229592,0.044066999
20.1,1000,9.789830207824707,0.15566231310367584,16.987648010253906,12.878936767578125,8290.673184185162,218.78285217285156,135.14559936523438,61.771565675735474,0.072439134,0.04474679
20.2,1000,9.359520912,0.14827242493629456,16.987775802612305,12.034651756286621,8096.951971171432,204.4419708251953,125.72179412841797,61.49510145187378,0.074446291,0.045780819
20.3,1000,8.905310631,0.13922889530658722,16.988222122192383,11.18377972,7907.245962270104,189.99253845214844,115.28777313232422,60.68015694618225,0.077244192,0.046871897
20.4,1000,8.526747703552246,0.13072969019412994,16.988327026367188,10.357159614562988,7715.822315610139,175.95082092285156,105.62946319580078,60.03351807594299,0.080723196,0.048460972
20.5,1000,8.047405242919922,0.12214312702417374,16.98847198486328,9.563206672668457,7525.045624468359,162.46426391601562,96.25134277,59.24462080001831,0.08360824,0.049533385783433914
20.6,1000,7.592371940612793,0.11381751298904419,16.988361358642578,8.787981986999512,7333.415651453947,149.2934112548828,87.40655517578125,58.54682922363281,0.086862728,0.050855372
20.7,1000,7.1140522956848145,0.10681306570768356,16.987611770629883,8.080444336,7137.209196701897,137.2674560546875,79.83280944824219,58.15858840942383,0.089111887,0.051826213
20.8,1000,6.755163669586182,0.09988597,16.986892700195312,7.453187465667725,6938.180034225015,126.60649871826172,72.57360076904297,57.32218027114868,0.093080178,0.053355585783720016
20.9,1000,6.337512016296387,0.093304053,16.986379623413086,6.854426383972168,6739.883505159267,116.43189239501953,65.85390472,56.56002163887024,0.096235938,0.054431065917015076
21,1000,5.929474830627441,0.086238675,16.986228942871094,6.280838489532471,6543.881628233237,106.68775939941406,59.09709548950195,55.39256930351257,0.10033445805311203,0.055577837
21.1,1000,5.565477371,0.080296449,16.985681533813477,5.753317356109619,6348.249856491033,97.72401428222656,53.38005065917969,54.62326407432556,0.1042613759636879,0.056950968
21.2,1000,5.2338480949401855,0.074295573,16.985122680664062,5.252673625946045,6150.396287960257,89.21730804,47.851402282714844,53.63466143608093,0.10937711596488953,0.058664046227931976
21.3,1000,4.931466579437256,0.067872629,16.984661102294922,4.802998065948486,5954.288333642958,81.5772934,42.32072830200195,51.878076791763306,0.1165260300040245,0.060451459139585495
21.4,1000,4.555331230163574,0.062395110726356506,16.984149932861328,4.372452735900879,5758.106941131702,74.26239013671875,37.62347412109375,50.66289305686951,0.12107683718204498,0.061341024935245514
21.5,1000,4.235021591186523,0.056951065,16.98374366760254,3.9492273330688477,5562.246695008302,67.07266235351562,33.172691345214844,49.457842111587524,0.1276659071445465,0.063140795
21.6,1000,4.010862827301025,0.052040413,16.983016967773438,3.594397783279419,5364.411777447419,61.04372024536133,29.234216690063477,47.89062142372131,0.1371975541114807,0.065704755
21.7,1000,3.7974443435668945,0.050662346,16.982542037963867,3.2823264598846436,5163.859646710165,55.74224853515625,27.396074295043945,49.147775769233704,0.13861271739006042,0.068125069
21.8,1000,3.566526412963867,0.046725772,16.982337951660156,2.994088888168335,4968.676663931025,50.84663009643555,24.312288284301758,47.81494736671448,0.14669644832611084,0.070142828
21.9,1000,3.2227749824523926,0.039638434,16.98215103149414,2.6882693767547607,4779.668900715089,45.65259552001953,19.840057373046875,43.45876873,0.1624377816915512,0.070593461
22,1000,2.848196029663086,0.033854291,16.981918334960938,2.3930320739746094,4588.795749,40.638275146484375,16.268259048461914,40.03186225891113,0.17507688701152802,0.070086539
22.1,1000,2.5254504680633545,0.028195651,16.98147201538086,2.124521255493164,4394.970207211818,36.07749938964844,12.97677230834961,35.96915900707245,0.19461314380168915,0.070000708
22.2,1000,2.262737989425659,0.02419237,16.9810791,1.8848034143447876,4199.7062092822025,32.00599670410156,10.639616012573242,33.24257135391235,0.21267102658748627,0.070697315
22.3,1000,2.031771659851074,0.019988790154457092,16.980791091918945,1.6650300025939941,4004.200331586781,28.273527145385742,8.381676674,29.64496612548828,0.24240633845329285,0.071861275
22.4,1000,1.8238906860351562,0.016118772327899933,16.980499267578125,1.4534105062484741,3807.990379777876,24.679636001586914,6.4277119636535645,26.04459822177887,0.28375425934791565,0.073902659
22.5,1000,1.645539402961731,0.012801043689250946,16.980072021484375,1.2737219333648682,3610.795132200062,21.62788963317871,4.840351104736328,22.38013446331024,0.33996284008026123,0.076084137
22.6,1000,1.5018683671951294,0.00976396,16.979747772216797,1.123872161,3413.4567967125954,19.083065032958984,3.490189552307129,18.289458751678467,0.4303114116191864,0.07870163
22.7,1000,1.3433904647827148,0.006989283,16.979516983032227,0.9886710047721863,3217.759163732955,16.78715705871582,2.3551292419433594,14.029352366924286,0.5704104900360107,0.080024898
22.8,1000,1.1781024932861328,0.004186585,16.979249954223633,0.8643501400947571,3024.5595950334364,14.676016807556152,1.3260219097137451,9.035298228263855,0.8884487748146057,0.080273993
22.9,1000,1.0335053205490112,0.001177194,16.979154586791992,0.7464321851730347,2832.0617690761633,12.673787117004395,0.34912383556365967,2.7546921744942665,2.960283041000366,0.081546679
23,1000,0.8910465240478516,-0.001666885,16.978979110717773,0.6266106367111206,2639.823308168973,10.639208793640137,-0.460796297,-4.331114516,-1.933710217,0.083751202
23.1,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.2,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.3,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.4,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.5,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.6,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.7,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.8,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
23.9,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
24,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
24.1,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
24.2,1000,0.8262950778007507,-0.002647343,16.978788375854492,0.5727622509002686,2601.5360726129006,9.724808692932129,-0.721221626,-7.416306436,-1.145688176,0.08496774
